user,item,topk,new_topk,counterfactual,predicted_scores,replacement
11,1547,"[1547, 1154, 698, 1055, 1114, 645, 487, 1581, 1578, 911]","[1547, 698, 1055, 1154, 1581, 1114, 1578, 487, 645, 911]",{365},"[5.648526, 5.420109, 5.4327273, 5.4272995, 5.2552004, 5.1957226, 5.2114024, 5.258994, 5.2532, 5.1369963]",1581
12,1547,"[1547, 1441, 863, 126, 698, 1055, 1114, 1444, 1430, 645]","[1547, 1441, 863, 126, 1114, 1444, 1430, 698, 645, 1055]",{412},"[5.1503053, 5.085027, 5.054979, 5.0483756, 4.934441, 4.9287906, 4.991248, 4.9390855, 4.9361916, 4.9306397]",1114
13,1547,"[1547, 698, 1055, 858, 49, 1581, 1578, 63, 171, 845]","[1547, 698, 1055, 1581, 858, 1578, 49, 63, 171, 845]",{115},"[4.6746182, 4.4588714, 4.4535313, 4.284029, 4.2541294, 4.2852163, 4.279423, 4.198704, 4.166338, 4.1657257]",1581
14,270,"[270, 314, 1156, 331, 313, 188, 11, 295, 954, 611]",,,,-1
15,1547,"[1547, 698, 1055, 858, 1581, 1578, 49, 63, 171, 845]","[1547, 698, 1055, 858, 49, 63, 171, 1581, 1578, 845]",{292},"[4.587777, 4.3701816, 4.3673596, 4.354157, 4.1985383, 4.192745, 4.3232145, 4.2680397, 4.2356634, 4.0787888]",49
16,311,"[311, 858, 298, 21, 1431, 168, 190, 946, 268, 518]","[311, 858, 298, 21, 946, 268, 1431, 168, 190, 518]","{57, 98, 499, 110}","[5.1051006, 4.8989363, 4.7355623, 4.624107, 4.594719, 4.556071, 4.5381374, 4.616004, 4.61359, 4.496348]",946
17,1547,"[1547, 698, 1055, 1581, 1578, 845, 903, 314, 1373, 311]","[1547, 698, 1055, 314, 1581, 1578, 845, 903, 311, 1373]","{557, 24, 249, 122, 380, 216}","[5.2732515, 5.055967, 5.0511374, 4.8822155, 4.876425, 4.763628, 4.7583575, 4.885968, 4.684031, 4.7244077]",314
18,509,"[509, 1441, 1547, 863, 659, 126, 1444, 1430, 191, 177]","[1547, 1441, 863, 126, 509, 659, 1444, 1430, 191, 177]",{97},"[4.7495646, 4.795545, 4.831307, 4.76462, 4.7111425, 4.758238, 4.649604, 4.6480064, 4.5940976, 4.5371714]",126
19,1114,"[1114, 1441, 863, 645, 126, 1444, 1430, 1411, 516, 136]","[1441, 863, 126, 1114, 1444, 1430, 645, 1411, 516, 136]","{581, 453, 1064, 713, 394}","[4.7031856, 4.8135543, 4.783432, 4.6430445, 4.7763715, 4.6676126, 4.6639853, 4.5128202, 4.472012, 4.4495897]",1444
20,191,"[191, 311, 490, 173, 476, 702, 427, 509, 171, 659]","[191, 311, 509, 659, 173, 490, 476, 702, 427, 171]",{23},"[5.171377, 5.0348825, 4.9122434, 4.913039, 4.838416, 4.7967954, 4.792888, 4.968234, 4.7588067, 4.9294543]",509
21,1547,"[1547, 311, 698, 1055, 858, 1441, 863, 126, 509, 1581]","[1547, 698, 1055, 1441, 311, 863, 858, 126, 509, 1581]",{167},"[5.0659223, 4.8186164, 4.8506594, 4.8455296, 4.784379, 4.818936, 4.7888603, 4.7827125, 4.7506227, 4.6769385]",1441
22,1547,"[1547, 698, 1055, 1581, 1578, 1154, 845, 903, 63, 316]","[1547, 698, 1055, 1154, 1581, 1578, 845, 903, 63, 316]",{143},"[5.312899, 5.097395, 5.0918984, 4.923524, 4.917731, 4.9511375, 4.804092, 4.79912, 4.761471, 4.7510443]",1154
23,1547,"[1547, 1154, 698, 1055, 1114, 645, 487, 1581, 911, 1578]","[1547, 698, 1055, 1154, 1578, 1114, 1581, 487, 645, 911]",{942},"[5.3280077, 5.0806036, 5.112455, 5.1081214, 4.9119725, 4.8514795, 4.87153, 4.875606, 4.792894, 4.932127]",1578
24,1547,"[1547, 1441, 863, 698, 1055, 1444, 1430, 118, 1525, 1254]","[1547, 1441, 863, 1444, 1430, 698, 1055, 118, 1525, 1254]","{234, 499}","[5.3728037, 5.3081584, 5.278328, 5.156976, 5.1515646, 5.1622176, 5.1604395, 5.071417, 5.0641823, 5.046424]",1444
25,1441,"[1441, 863, 1547, 1114, 1444, 1430, 659, 645, 118, 911]","[1441, 863, 1114, 1547, 645, 1444, 1430, 911, 659, 118]",{32},"[4.758605, 4.728579, 4.701081, 4.7237144, 4.6126637, 4.610519, 4.5514083, 4.663732, 4.5216684, 4.6047053]",645
26,1547,"[1547, 698, 1055, 1441, 863, 126, 1581, 1578, 1444, 1430]","[1547, 698, 1055, 1581, 1578, 1441, 863, 126, 1444, 1430]",{249},"[4.939786, 4.724045, 4.718774, 4.526465, 4.4984097, 4.4921484, 4.5488024, 4.5430093, 4.3805237, 4.3799205]",1581
27,659,"[659, 1547, 1441, 863, 191, 858, 177, 1444, 1430, 517]","[1547, 659, 1441, 863, 858, 191, 1444, 1430, 177, 517]",{217},"[4.742265, 4.8235235, 4.7230225, 4.6932635, 4.6250944, 4.666976, 4.5685253, 4.5770817, 4.5754457, 4.4994974]",858
28,1547,"[1547, 1114, 1154, 645, 698, 1055, 911, 1441, 863, 1411]","[1547, 1441, 863, 698, 1055, 1114, 645, 911, 1154, 1411]",{456},"[4.9290295, 4.601755, 4.4429593, 4.541718, 4.716046, 4.701196, 4.4829507, 4.7948275, 4.7655883, 4.412019]",1441
29,1547,"[1547, 698, 1055, 858, 1581, 1578, 63, 316, 845, 903]","[1547, 698, 1055, 858, 63, 1581, 1578, 316, 845, 903]","{296, 735}","[5.1112595, 4.8955173, 4.890238, 4.816398, 4.721793, 4.716, 4.7322464, 4.660724, 4.602355, 4.5974593]",63
